edge_id,from,to,flow
98220000#2,775,776,0.0
98220020#0,777,771,0.0
98220020#1,771,778,0.0
98220020#2,778,779,0.0
98220020#3,779,775,0.0
98220020#4,775,780,0.0
98220020#5,780,9,0.0
98220020#6,9,24,0.0
98220029#0,782,781,0.0
98220029#1,781,783,0.0
98220043#0,356,785,0.0
98220043#11,57,784,0.0
98220043#3,785,786,0.0
98220043#4,786,773,0.0
98220043#5,773,44,0.0
98220063#0,788,787,0.0
98220063#1,787,778,0.0
98220063#2,778,789,0.0
98220083#0,790,317,0.0
98220083#1,317,354,0.0
98220101#0,766,790,0.0
98220101#1,790,791,0.0
98220101#2,791,792,0.0
98220101#3,792,777,0.0
98220101#5,777,265,0.0
98220110#0,353,793,0.0
98220110#1,793,794,0.0
98220110#2,794,780,0.0
98220110#3,780,795,0.0
98220127#0,791,788,0.0
98220127#2,788,316,0.0
98220127#3,316,399,0.0
98220127#4,399,793,0.0
98220127#5,793,796,0.0
98220127#6,796,761,0.0
98220127#7,761,786,0.0
98220196,797,796,0.0
98220203#0,798,779,0.0
98220203#1,779,799,0.0
98220244#0,785,357,0.0
98220310#0,356,398,0.0
98220310#1,398,346,0.0
98220335#0,776,795,0.0
98220335#1,795,8,0.0
98220346,317,316,0.0
98220356,763,769,0.0
98220400#0,265,770,0.0
98220400#1,770,789,0.0
98220400#2,789,799,0.0
98220400#3,799,800,0.0
98220434#0,355,761,0.0
98220441#0,792,787,0.0
98220441#2,787,798,0.0
98220441#3,798,774,0.0
98220441#4,774,794,0.0
98220441#5,794,781,0.0
98220441#6,781,760,0.0
98220441#7,760,44,0.0
98220463#0,23,801,0.0
98220480,24,802,0.0
98341500#0,139,985,0.0
98341500#3,985,647,0.0
98341503#0,646,986,0.0
98341506,986,159,0.0
98341509#0,713,987,0.0
98341509#1,987,988,0.0
98341509#2,988,989,0.0
98341509#3,989,140,0.0
98347793,803,666,0.0
98347794#0,989,990,0.0
98347794#2,990,666,0.0
98347796#0,85,803,0.0
98347796#3,803,991,0.0
98347796#4,991,988,0.0
98347797#0,138,992,0.0
98347798#0,985,992,0.0
98347798#1,992,987,0.0
98347800#0,141,990,0.0
98347800#1,990,991,0.0
98347800#2,991,712,0.0
98468131,543,804,0.0
98468227#0,805,769,0.0
98471723,510,386,0.0
98478501,807,806,0.0
98478503#0,245,233,0.0
98478504#0,808,806,0.0
98478504#2,806,807,0.0
98478504#3,807,662,0.0
98478508#0,371,809,0.0
98646845#0,375,161,0.0
98646868#0,379,687,0.0
98646868#2,687,810,0.0
98646868#3,810,495,0.0
987918686,81,80,0.0
98928472#0,480,488,0.0
98928472#1,488,676,0.0
98928472#2,676,447,0.0
996773138,704,76,0.0
996773139,705,704,0.0
996773140,705,275,0.0
997141696,886,851,0.0
997141697,851,458,0.0
997141698,852,978,0.0
997141699,238,696,0.0
997141700,927,920,0.0
997141701#0,923,960,0.0
997141701#1,960,927,0.0
997141702,960,764,0.0
997141703,993,853,0.0
997141704,950,993,0.0
997141705,928,950,0.0
997141706,916,928,0.0
997141707,964,916,0.0
997141708,965,964,0.0
997141709,854,965,0.0
997141710#0,994,918,0.0
997141710#0-AddedOnRampEdge,951,994,0.0
997141710#2,918,917,0.0
997141711#0,324,972,0.0
997141711#1,972,917,0.0
997141712#0,454,811,0.0
997141713#0,811,993,0.0
997141715,26,62,0.0
997141719,88,89,0.0
997141720#0,708,89,0.0
997141720#1,89,941,0.0
997141720#2,941,936,0.0
997141723#0,492,498,0.0
997141723#1,498,242,0.0
997141724#0,493,492,0.0
997141727#0,350,391,0.0
997143913,944,977,0.0
997152398,160,493,0.0
997152400#0,25,161,0.0
997152401,460,813,0.0
997152403,984,72,0.0
997152404,995,996,0.0
997152404-AddedOffRampEdge,996,984,0.0
997152404-AddedOnRampEdge,926,995,0.0
997152405,239,238,0.0
997160554,814,385,0.0
997160556,625,815,0.0
997160557#0,429,101,0.0
997160557#2,101,110,0.0
997160557#3,110,54,0.0
997160558,642,430,0.0
98220043#6,44,23,45839
155864747,962,32,45750
376301515,410,30,30317
376301518#0,30,29,24838
-376301515,30,410,12816
